text,rating 
"What a quaint kasbah off the beaten track!  The owners, Colette and Yannick, are a delightful French speaking couple.  Even though we speak no french the welcome and hospitality from this couple cannot be missed.  Mustafa, an English speaking staffer, made communication easier.  The kasbah is not a designer showplace but it is warm, clean, and charming.  Guests are encouraged to be relaxed and pampered from the time you arrive.  The pool is beautiful and well maintained.  The food is fabulous!  However, like most of our meals in Morocco, we could not even manage a dent in the quantity!  Highly recommend.  Thank you, Colette!",5.0
"After a dusty drive we arrived at Kasbah Ait Ben Damiette to a warm, exuberant welcome from the French speaking owners/hosts. An English speaking gentleman, Mustafa, worked there as well so we had no language issues as American English speakers. Even though we were there in ""off season"" we were made to feel like VIP guests. Our multi-course dinner prepared by Colette was superb! The accommodations were spacious and lovely; and the outside area was pleasant for relaxing by the pool under the cover of shade. It was our favorite lodging experience during our enjoyable ten day visit in Morocco in October 2014.",5.0
"We stayed here for two nights in September 2014.  It was part of our Around Morocco organized tour, and definitely one of the highlights of our trip. The Kasbah is beautiful, surrounded by gardens and with an outdoor pool.  Very refreshing after a hot day in the desert.  I  was fortunate to celebrate my birthday there, and Colette prepared a fabulous French meal complete with birthday cake.  We could not have asked for a better experience!",5.0
"We enjoyed a one night stay here last week; I can't add much to other comments, but as to the dinner I found that it was pleasant, with some interesting side dishes and vegetable preparations  (though the initial course of two small servings of soups was very good). Breakfast however was the best we had in 18 days in Morocco (Riads mostly): the Yogurt was local and fresh and seved with some unique and flavorful preserves; the breads were also delicious. The room was spacious, comfortable and quiet; the hostess/chef and host are most gracious, the hotel surroundings are beautiful, and we were able to use the hotel as the jumping off point for a very nice walking tour to Casbahs in the area. This is a very relaxing travel alternative.",5.0
"We spent a lovely two nights here in September. The hosts made us feel instantly welcome and, though we couldn't speak much French, were very patient with us. The food was lovely and you could tell there was real thought behind it. We enjoyed the ping pong and boule in the gardens and only could have wished it had been warm enough to have used the pool.  Our waiter/guide Mustafa was fabulous. A great two night stay and bar far the best accommodation we had in our week trip.",5.0
"From the minute we drove up, the owners came out and met us, we discussed dinner and were shown to our rooms. The hotel is beautiful, remodeled with great taste. Dinner was very good and a welcome change from the Tagine and Couscous of the last week. Not that we don't like it, just had a bit much of the same thing. If you are visiting ouarzazate drive the extra 40 kms and enjoy this beautiful, friendly place.",5.0
We only stayed here for one night but it was one of the highlights of our trip. We were traveling by bus and grand taxi so the owners picked us up at the turn-off to Skoura. We had a beautiful room; very comfortable and with a fridge (the only room on our trip with one so having ice cold water was a treat!) The pool was huge and cool and was great to come back to after a day exploring the Kasbah and the palmeraie. We splashed out for the dinner and it was the best dinner of our trip! Each course (all 5!) were delicious! I would highly recommend a stay here!,5.0
"This was a fantastic surprise.  It is a true oasis.  Our hotel was changed as we had requested a walk in shower.  We can only thank our tour company that they changed us to such a wonderful place.  The Riad has been lovingly restored with the addition of the terrace, garden and pool.  We were immediately made most welcome by Collette and Henrik and treated like members of their family.  The 5 course meal they served us, for dinner was to die for.  Collette is an amazing cook.  Unfortunately, we were on a restricted timeline and could only stay one night.  We would have loved to stay longer and enjoy the completely relaxing atmosphere.  The pool area is magnificent an added bonus.  This hotel is a must for anyone travelling to or through Skoura.  We can only wish Collette and…",5.0
"A lovely welcoming riad, with great food Yannick and Colette who run the place were very helpful and organised a guide for us to visit the kasbah and palmery, it was well worth taking a guide as we learnt so much about the traditions and history of the place than we could have done by visiting on our own.  We spoke French to the owners, by their own admission their English is limited.",5.0
"This place is truly exceptional. The owners Yanick and Colette are the warmest, kindest and most hospitable hosts.  Their staff are like family and are excellent also. From the moment we arrived, we were made to feel at home and we enjoyed it so much, we changed our plans so we could stay with them again later in our Moroccan trip.  We stayed in too different rooms, the Fes room (a standard room was very nice with lots of personal touches but there is also an upgraded room with its own terrace which is even better.  The showers were very good too.  We saw bread being made in the traditional oven before being served with it at dinner about an hour later.  Colette's food is made with passion and skill, French flair using Moroccan ingredients and because it is lighter than most of…",5.0
This Riad is a joy to stay in. I am so disappointed that we couldn't stay for longer. We stayed for one night with a couple of friends as part of our tour with Around Morocco Tours ( I also would highly recommend this tour company and our guide Mohammad). The hosts of the Kasbah are so committed to what they do and their staff are like family to them. The Riad has been lovingly restored and the rooms are huge with beautiful rugs and decorations. The pool area is stunning. The meals are delicious and served outside on the terrace overlooking a lovely garden on beautiful ceramics with flowers to decorate. We were so sorry to have to leave all too soon. We highly recommend a stay here.,5.0
"Beautiful place with attention to detail everywhere - from the lovely garden, the lovely selection of cookies in the room and the warm welcome from the owners Yannick and Collette. The kind and friendly couple - who seemed to be busy in the kitchen making food themselves - made nice French food that gave a break from typical Moroccan fare. Was nice to see bread being baked in the outdoor oven and to try their delicious homemade jams - one of which was made from zucchini! Rooms were very large, comfortable and beautifully decorated. Great views from the terrace. Lovely big pool - didn't get a chance to use it, unfortunately.",5.0
"Beautiful renovated kasbah with the  loveliest welcoming hosts (even though we spoke no French what so ever - was no  problem - great customer service and friendliness overcomes all barriers!) who literally ran out to greet us.  Stunning rooms with lots of nice touches, pool, gardens.  Great roof to see the whole of the valley.  Food is EXCEPTIONAL - French with Moroccain accents  Stayed here rather than Ouarzazate -and glad we did.  Much nicer to stay here than the town.   Highly recommended!  ",5.0
"I was lucky enough to stay with my travelling companion in this beautifully renovated Kasbah in Skoura. When we were organising our trip to Morocco we requested that we stay in accommodation that gave us the real feel of Morocco and this Kasbah did just that. The owners have loving restored the Kasbah at great expense and over a lengthy period of time. We were there in winter so did not use the pool but it and the outdoor area were magnificent. We had Moroccan Tea on the rooftop terrace whilst watching the sunset and then went down to a feast for dinner. The food was first class, French influence and in abundance. The owners treated us more like friends than travellers and the service was impeccable. The bedroom and bathroom were comfortable. The ambience of the dining room with…",5.0
Recently stayed one night and thoroughly enjoyed the experience.  The owners are so attentive and we had a lovely dinner - not a tajine in sight -and breakfast.. Try to arrive on time in the evening  to enjoy the pool area.,5.0
"We were a group of 9 travelling together and made reservations at this place quite early.  The decor, comfort, cleanliness was super and we had a lovely stay, thou the time was not adequate to enjoy the lovely pool. Breakfast was good but can be better with more fruits and bread instead of other roti's. The village Skoura is just five to ten minutes away and Quazazate is about 45 min. away.",5.0
"The owners of the Kasbah, Colette and Yannick Damiette, have created a beautiful sanctuary on the edge of the Skoura oasis.  From the large kasbah they largely built, you can walk into the palmeraie and stroll for hours, come back to swim in their unusually large swimming pool, before settling down to a home-cooked meal of very high quality.  The warmth of the hosts and their affection for the region have made us want to return soon.   Their respect for their oasis community is charming and infectious.  Bravo to a dedicated couple!",5.0
"We stayed in this recently built kasbah en route from Marrakech to the desert. First impressions were of  a modern kasbah, decorated in modern Moroccan style, but without much atmosphere or warmth, despite the fire in the large dining room. The owners were however very attentive, and suggested various activities suitable for our short stay. Our room was large, very clean and quite comfortable.  We found the dinner and breakfast disappointing. The steak kebabs were cold  and the other 4 courses not very tasty, unlike the less ambitious meals we had enjoyed elsewhere in Morocco.  I realise that this review is not in line  with the majority for this kasbah, but given the glowing reports we read before our trip, we did not find it lived up to expectations and was certainly not very…",3.0
"Stumbled in here late last week after a long drive when it was clear we weren't going to get to Tinehir before dark.  Attracted by the yellow signs, we turned through the gates and were amazed. The rooms were beautiful, the hosts very friendly, and went out of there way to help us, including washing our car! But best of all was the 6 course gourmet meal that was knocked up with an hours notice. It was divine! Definitely the best we have eaten in morocco, and we have had some splendid meals. Highly recommended. ",5.0
"On our family's way back from erg Merzouga, we stopped here for lunch. Beautiful place...wish we had a night to stay. Lovely location, pool, serene place. However, we had great lunch and tour of the place. Very nice French couple who own it. Authentic, goos food. I thoroughly recommend it",5.0
We stayed one night on our drive back from the desert to Marrakech. It was fairly easy to find being about 2 km off the main road outside Skoura. This is a very well furnished and clean Kasbah run by an extremely attentive French couple.  The evening meal was very good whilst the breakfast maybe not up to the quality of other places we stayed.  One point that surprised us was to be charged 5 euros for the mint tea and cookies on arrival. It was the only hotel/b&b we were charged for what is seen in Morocco as a mark of welcome and hospitality.  Overall a good place to stay. A beautifully presented boutique B & B with a Moroccan theme.,4.0
"Probably the best Riad we stayed on our entire trip. The french couple were lovely and so welcoming! They really have warm hearts and were always smiling. The Riad itself was cozy and had a very real moroccan feel. It felt as if we were at home. The food was on another level, it was amazing! It was unfortunate that we arrived at night and had to leave early the next day. I would have loved to spent a few more nights there. Overall, it's definitely a place to check out. It's home away from home.",5.0
"We recently stayed at Ait Ben Damiette for one night enroute to the desert.  We would happily have stayed for longer.  Yannick and Collette were our French hosts and in spite of their lack of English and our lack of French, could not do enough for us and were incredibly helpful, friendly and kind during our short stay.  We were given a choice of room (as we were there during low season) and we picked a gorgeous room with four poster bed - very clean and spacious.  Before dinner, we were invited to go and watch a local berber tradition of cooking bread on the open fire - tasting it was delicious.  Dinner was served in a lovely warm dining room with open fire - I think Collette was the able cook, while Yannick served and the meal was absolutely sensational.  We were served around…",5.0
I echo previous reviews - we stumbled on the hotel by happy accident and were completely overwhelmed with the beauty and kindness of the hotel and staff.  The husband-wife team are charming and the food (cooked by the wife and two staff members) was delicious.  We traveled in a group of 9 adults and 3 children and it met all of our needs.  We look forward to returning.,5.0
"We stayed there for 1 night as part of a custom tour created by Authentic Morocco as a stopping place between Merzouga and Marrakech. This place is absolutely amazing and we kinda regretted not staying more time there. The rooms are very comfortable (though the beds are a little hard) and amazingly clean. The meals (dinner and breakfast included in our package) were fantastic. The chef is the owner and she's an amazing cook with a lot of imagination and incredibly tasty and fresh ingredients. She even found a way to prepare a great, and original, vegetarian dinner for my wife! The owners are some of the nicest people we ever met and their great conversation (sorry in French only) and positive outlook were one more ray of sunshine in a beautiful but long trip!  To the owners, we…",5.0
"But I don't mind saying it again. This place is amazing. Situated in Skoura, a small town 30 minutes away from the closest 'city' (Ouarzazate), the Kasbah is located at the foot of the Atlas mountains. The vistas are stunning. There is no better location in my mind to enjoy the picturesque mountain chain than from here. The mountains stretch out over the horizon in their various hues. The Kasbah itself is a jewel. Stunning in architecture, it is sure to amaze you as soon as you walk into the courtyard. The owners and operators of the Kasbah are a fantastic and sweet French couple, Yanic and Colette. They did a wonderful job of restoring this Kasbah and made our stay enjoyable. The food is delicious, prepared with care by Colette with Yanic's attentive presence in the dinning…",5.0
"We were staying in the kasbah with our 2 kids on our way to the Sahara.We didn't expect it to be such a nice suprise.The owners are charming French couple that made the kasbha inquiry by magic: the place is beautiful, clean and cozy. Both dinner and breakfast were excellent and the service was warm and professional. We strongly recommend the kasbah and hope you will enjoy your stay.",5.0
"We stayed at this beautiful hotel for one night in December 2013. The Kasbah looks very new (it was in fact rebuild a few years before). The inside is decorated in traditional Marrocan style. All is very clean. We appreciated that the rooms were warm and cozy. Marrocco in December is quite cold at night and we found that many other hotels, riads and guest houses are not well heated and you feel cold. Not here.  A charming French couple are the owners of the Kasbah. They are very kind and friendly. Colette prepared a nice breakfast for us at the terrace outside in the sun. The Kasbah had a nice pool in the backside, but unfortunately the water is still too cold. Nevertheless you can lie in the sun next to it. It is very calm. Yannick showed us the view from the top of the Kasbah…",5.0
"The kasbah, and the charming French couple who are your hosts, are warm and welcoming. Everything that came out of the kitchen was delicious, and nicely presented.  Make sure to plan on dinner. Outside, the property has a lovely garden and swimming pool. The room was nicely appointed with a good bathroom and very comfortable bed. This was a very nice place to stay. ",5.0
"We stayed in Skoura in November of 2013 for one day and night. it was amazing and we highly recommend visiting with Colette and Yannick.  After our email conversations prior to arrival, we felt like family arriving for a visit.  Staying here is a ""privilige"" to share a dream of creating the idyllic, traditional experience of a Kasbah (respecting the traditional architecture and methodology to build), and the exquisite hospitality of Colette and Yannick as they provided excellent dinner, breakfast and lodging.  During our two weeks traveling throughout Morocco staying at a variety of Riads, Kasbahs and Luxury Hotels as well as B&Bs, our most memorable stay was here.  We also learned how the Spirit and Caring for this wonderful home translated into their involvement with the local…",5.0
"The beautifully decorated, and spotlessly clean, Kasbah reflected the tranquility of the surrounding oasis, but it was Colette and Jannick's warmth, perfectionism and passion for hospitality that made our stay so special - it is the only hotel I have ever stayed in so unique I feel compelled to return one day.  They treated us like royalty, organising tours, taxis, even packing us a lunch for the journey home.  Colette's gourmet cooking is a special treat for a vegetarian, providing a varied menu each day.  A personal highlight for me was watching the bread be made in the Kasbah's own wood fired oven. I would also strongly recommend the tour of the oasis, as it adds context and a story to the region and it's mud brick castles.",5.0
"From the moment I arrived Colette and Yannick could not have done more to help. Even the language barrier didn't cause too many issues. I was asked if I had any special requests food wise and when dinner came I was more than pleasantly surprised,four courses were served to the highest standard and this was repeated on my second night. Colette went out of her way to find me an English speaking guide to show me around the Palmerie, Amit made this a very interesting tour. Superb facilities and fantastic hosts.",5.0
"We had the pleasure of visiting the Kasbah in July for a day.  It is absolutely beautiful,  spotless, modern with lush gardens, traditional furnishings and a lovely pool.  The contrast of this kasbah with the surrounding areas is drastic and a refreshing change. We enjoyed an artisticly presented and tasty 7 course lunch on the setees in the shade beside the pool. Wish we could have stayed longer than just the day.    Our hosts were very accomodating and their exacting high standards for their guests were very evident.  They very obviously loved restoring this kasbah and had worked hard to include and benefit the community.  Moroccco during Ramadan is a bit spotty for service so this kasbah run by a french couple was a welcome relief. Thank you Collette and Yannick!",5.0
"The fact that we came upon this beautiful place quite by chance made it all the more exciting!  A Kasbah built and decorated in the colours & style of old Morocco, run by French couple Colette &Yannick.  We were warmly welcomed and treated like personal guests. For dinner our host Yannick served us a gourmet, multi- course Moroccan-French meal,  with unique culinary creations made by Colette using fresh ingredients from the garden. Dinner was served in the front garden and breakfast by the deep blue pool with the sounds of music drifting across from poolside speakers. Lounge chairs, cushions, curtains and bedspreads were all in exquisite, carefully chosen fabrics and the photos of local people & places taken by Colette herself.  An exceptional place with exceptional hosts!!",5.0
"Excellent fixed up kasbah, in-room a/c  roof patio and pool. Husband/wife owners ooze charm and hospitality without smothering. Collette cooks amazing dinners. The kasbah is far enough out of Ouarzazarte to truly experience rural Atlas Mountains, enroute to Dades Gorge. A great place to base out of.",5.0
"Amazing hospitality by Colette and Yannick. They are wonderful hosts and no detail is too small to notice and take action on. They are incredibly thoughtful and made our visits - we stayed there for two non-consecutive nights - an absolute pleasure.  To give you an idea of how good they are: When we visited we were greeted effusively by both and given tea and coffee and biscuits. Luggage was taken promptly to the room.  We are vegetarian and this can be tough in Morocco. Colette arranged a number of absolutely delicious vegetarian meals. More to the point, there were no tajines at all. And this was deliberate. As she explained - and this was so true!! - if you are vegetarian in Morocco everyone gives you a vegetable tagine. She figured we were probably sick of this and so gave…",5.0
"Our photography tour from Strabo tours brought us to this wonderful and beautiful Kasbah in Skoura.  Not only are the surrounding wonderful but the meals prepared by Collette are outstanding !! She actually gave me the receipe for one of her superb soups translated to English by their charming houseboy.  A highlight was watcing a bread demo in a stone oven.  From demo to table 13 min, wonderful hot bread, just can't beat it.  We stayed 2 nights, the rooms were clean and charming.  Collette and Yannik were so welcoming and made the entire experience one I will never forget.  I hope others traveling to Morocco will make Kasbah Ait Ben Damiette part of their travel experience also.",5.0
"A real gem.  we stayed for 2 nights (one of 5 places we stayed on our trip).  we would have been quite happy staying for longer.  the facilities are great, including an lovely pool; the food is excellent - as  good as we had in Morocco; and the welcome is wonderful.  Nothing is too much trouble -  Yanick and Colette's assistant was really helpful, taking us to Skoura to get the puncture on our hire car repaired.  Don't miss the Dades Gorge.  We just need an excuse to return!",5.0
"Spent one night at this beautiful Kasbah and it was an oasis of style, comfort, and culinary delight.  Yanick and Colette are very welcoming and you can feel their love for the place and their guests.  The food was amazing including the bread made in the outdoor fire oven.  Breakfast was also fantastic.  I only wished we had spent more than one night.  Would love to come back. Highly recommend.",5.0
"We spent one night in Kasbah ait ben Damiette in April 2013-- booked by our tour company.  We were utterly charmed by the beautiful setting, the gorgeous room, and the amazing food.  Had a terrific French/ Moroccan multi-course dinner and a spectacular breakfast with all manner of pastries, breads, jams, and spreads, all home-made.  Would love to come back when it is warmer and take advantage of the gorgeous pool.  Unfortunately didn't have time to explore the village either, although the drive in was gorgeous.  The owners were patient with my limited English and they have a staff member from the village who learned English though a Peace Corps volunteer when he was in school and speaks very well.",5.0
"We stayed one night in Kasbah ait ben Damiette as part of a tour through eastern Morocco. This was in April 2013. The hotel was delightful. The rooms were nice.  The owner is a gourmet cook and the food was excellent, although one of our party was vegan and she had a difficult time getting a vegan dish. The breakfast was superb. The owners are French and don't speak English, but one of the Moroccan staff speaks English quite well. The owners are exceptionally friendly people.",5.0
"We (2 adults and 3 children) stayed here in March 2013.  The French couple who run it are charming and helpful. We needed some help with our hire car, and nothing was too much trouble.  The rooms were great, large, comfortable and clean, The food was great. The public areas are also beautiful and well kept.  As well as the two owners, they have a local guy who helps out and waits tables. He is also charming and speaks good English as well as French and the local tongues. It sounds stereotypically english, but although my French is not too bad, it is helpful to have a translator on hand.  The pool is great. really clean and a good size.  As well as the main guest rooms, they have a small room where they can put up a driver or guide if you have one.  All in all, heartily…",5.0
"Two nights in february, it's cold in the oasis at this time of year but the people at the hotel made this a warm experience. Great service, great food (as I was the only one there they served me a great set menu every night). Breakfast was great and I took a tour of the palfrey with the english speaking lad which was a great way to see the oasis and the village. An overall great stay even though the nights where really cold during february :)",5.0
"we were there for one night, in a trip in south morocco in 12/2012 .. we really appreciated and recommend it this guesthouse lays in the oasis of Skoura. It is kept by a couple of French : Yannick and his wife Colette which came to Morocco and opened their guesthouse in mid-2011. In France, they were duck foie gras producers, and for their retirement they wanted some adventure ..   Positive points - The Guesthouse is a 4 floor stately Kasbah, built in traditional style with dried mud mixed with straw. - the cheerful welcoming of guesthouse owners and the boy who is helping them in the reception hall. Everybody was so nice and gentle with us. They really received us as friends, and we appreciated. - The meals cooked there are very good, Moroccan typical meals with a frenchy touch…",5.0
Colette and Yanick have left their native Brittany to set up a very nice 9 room Kasbah on the edge of the facinating Palmerie in the Moroccan oasis town of Skoura. THe food is great as Colette is a passionate cook.,4.0
"Well, here is another great review for this place. It's so worth it!  The place is newly renovated and very cozy.  Dinner with 5 dishes (yes, 5) is included in the price. Everything is served very nicelly like in a French restaurant.  Owners (an older French couple) are your servants. Nice people, but speak no English. However, their helper speaks very good English.  Service - 5 stars.  Big rooms. Very clean.  Quiet location. Very cozy restaurant.  I only have one very small negative comment - the pilow was too high for me:) Actually it's a long ""roll"" along a double bed, never seen those before, so we just slept without it.",5.0
Skoura was admittedly a stopover for us on our return from Merzouga to Marrakesh.  But our stay at Kasbah ait ben Damiette ended up a highlight of our trip purely from the loving hospitality of Collette and Yannick.  Collette is an outstanding chef.. I'm still not convinced she wasn't a professional chef in France before moving to Morocco.  Truly outstanding food.  Wish we had more time to spend here to fully enjoy the Kasbah.  Recommend staying two nights at least if you can.,5.0
"Ait Ben Damiette is definitely the best place to stay in Skoura. We stayed 3 days and wished to we have stayed longer. Well situated by the Oasis in a very quite place, this magnificent Kasbah (Typical House of South Morocco) has been beautifully reconstructed. The rooms are immaculate, cosy and large. The place is an enchantment! Yannick and Colette gave us one of the warmest welcome. They took care of us like family during all of our stay and surprised us with the nicest attentions.  They have a great knowledge of the best places to visit around and provided us very useful advises. The surroundings are fantastic and Ait Ben Damiette is a nice place to use as a base to visit around. Regarding the food made by Colette, I have no words. Not only it is excellent but it is also…",5.0
"A fabulous family run kasbah just outside of Skoura!  The hotel itself is a completely renovated kasbah with charming large rooms, a gorgeous swimming pool and fabulous food!  But what makes this hotel so special are the owners -- Collette and Yinnick (and their small staff!) -- who are warm, welcoming, and just make you feel like part of their family!!!! I would definitely stay there again!",5.0
"Colette and Yannick, a retired French couple, run a really nice hotel-restaurant in the Skoura area.  Really attentive and excellent service.  Although not in a Paris ""Hotel Luxe-"" category, the rooms are very pleasant and generally well looked-after.  An rooftop terrace offers really good views of the surrounding oasis, village, and the High Atlas Mountains in the distance.    Although the location is a bit isolated (away from the town center), this would be an excellent location to serve as a base (for several days/nights) to explore the area (by car/taxi) with possible daytrips to Ait Benhaddou, Ouarzazate, and the Vallee des Roses and Dades Gorge.   This would also be a place for rest and relaxation, or a place to stay if one wants to escape or needs a break from the larger…",5.0
"Colette and Yannick welcomed us and looked after us marvelously, we felt at home in the delightful casbah, thank you all for a loely stay and thank you for sharing your knowledge of the area with us, thank  you also for the fantastic meals.",5.0
"I was recently in Skoura, Morocco with a photo group I was leading for Strabo Photo Tour Collection. We stayed at the Kasbah for two nights (wish it had been more). Colette, Yannik and Abdul could not have done more for our small group (10 pp total, including our Moroccan guide and driver.) They have made the Kasbah a home away from home and spared no expense. Rooms are comfortable and beautiful, with many French and Moroccan touches. The food was outstanding. They even gave us a place to set up our digital projector to review photo made during the trip. If you have a chance to stay with them, do it!!!!",5.0
"The French couple who own this kasbah are the whole wonderful experience.  The kasbah is quite isolated being a few kilometres from Skoura, which really is only just a tiny town with little to see in it.  They have renovated it in a very sympathetic Moroccan way, with iron four-posters with orange curtains on them etc and the rooms are large with plenty of room for suitcases.  They are the warmest, most hospitable couple imaginable, and serve each meal with such care and dedication it's heartwarming.  They take the lids off the tagines all at once with a 'voila' flourish and wait for your delighted reaction.  Each day you are greeted with a hug and both cheeks kiss.  The pool area is very pleasant, and the rooftop has stunning 360 degree views of the mountains all round, a…",4.0
"What an amazing Kasbah, superb rooms and such hospitable French owners. Stunning bedroom, with four poster bed, lovely pool area.   Live bread making demos in an outdoor stone wood burning oven. Awesome food served, perfectly presented. Really made to feel like we were at home.   We were also taken on a tour of the Palmeries with the lovely Abdul. Thank you so much for being so hospitable. You must stay here.",5.0
"Collette and Yannick were at the kasbah to welcome us as soon as we arrived (June 20). They were very gracious and helpful, showing us our rooms and the recently renovated kasbah. After relaxing for a while, we had our dinner by the pool. Dinner was delicious and beautifully presented. We never expected to have such a gourmet dinner in the middle of the desert. The refreshing watermelon and mint soup is unforgettable! The kasbah is definitely a peaceful oasis in the middle of the desert. Thanks much for your hospitality.",5.0
"We spent only one night at the Kasbah Ait Ben Damiette but we have been treated like king! The owners have the ability to make you feeling special providing a home feeling.  We arrived at the Hotel at around 6.30pm, and showed the different rooms available by the staff. Although by that time the owners were in the nearby town of Quarzazate for shopping, at 8.00pm we have been served a fantastic 5 courses meal entirely prepared by Mrs. Colette and served by the charming husband who had entertained us with the plenty activities him and his wife are involved to help the local community. The top of their kindness was at the time they had offered complimentary stay to our driver, totally unexpected but highly appreciated by us. We highly recommend this Hotel while on your way toward…",5.0
"We had a wonderful time in this Kasbah. Collette and Yannick were outstanding host and do everything to please their guests. It is more than we have expected! We felt so much at ease, and would like to come back. We highly recommend to stay at Collette & Yannick Kasbah. Thank you & till next time",5.0
"Colette and Yannick are lovely hosts and were wonderful with our two children (4 and 6).  The Kasbah is outstanding, renovated just two years ago from scratch, using local artisans to create an outstanding property around 4 km from Skoura town.  We ate at the Kasbah each morning and night, enjoying exquisite Moroccan/French cuisine, varied, beautifully presented, and always with some ingredients from the garden.  Our hosts were also  fantastic to provide advice for local activities. We had a marvelous stay. No hesitation to recommend Kasbah ait ben Damiette, bon appétit!",5.0
"A wonderful welcome, a beautiful Kasbah and the most delicous food. We had read other reviews on trip advisor and decided to finish our stay in Morocco here .... we were not disappointed. Colette and Yannick are the most attentive hosts and nothing is too much trouble for them. The local people they work with are equally welcoming and we did a fantastic tour of the local palmerie with Abdou. At lunch time he took us to his family home where we enjoyed an enormous and very tasty meal cooked by his sisters and aunt. I think he only does these tours at the weekend but if you can book one then do. His English is very good and he able to impart much local knowledge. On our last night we heard a fanstic music, Colette and Yannick had even changed the day they had invited musicians to…",5.0
"We stayed here one night on our way to the desert and had the most fantastic time - we wished we could have stayed longer. The hotel is new, clean and really comfortable. The hospitality was excellent and we felt extremely welcome. We had dinner and breakfast here and the food was truly delicious. We cannot rate this place highly enough and if you are in the area then you simply must stay here and have dinner.",5.0
"Skoura is a nice town in an oasis, with a great Atlas view. This hotel is new, beautiful and clean. The owners are nice, helpful ans very concerned about the local Marocon economic situation. The food is self made and delicious, a mix of French and Maroc, grate taste. They even served a good bottle of wine..",5.0
"We are still here and I don't want to leave...the best experience in Morocco!  Collette and Yannick are the most attentive hosts, the lodgings are very comfortable and the food that Collette prepares is better than in any restaurant we have frequented on this trip. They have the best local contacts, don't go through anyone else, for treks, walks and other activities.  I very highly recommend this B&B in this area.  You will not be disappointed!!!!,",5.0
"Visiting the Kasbah ait ben Damiette was not a part of our planned tour round the southern Morocco, but a heavy rainfall that autumn turned the road the our booked hotel into a wild river, and looking for another place to spend the night in Skoura, we luckily ended there. The weather had given us a bad experience that day, but arriving here turned the memory of the day into a very pleasant one – we were warmly welcomed, and in no time we had got a charming accommodation and were sitting by the open fireplace regaining our warmth and the good spirit. The friendliness of the hosts and the delicious dinner that were served that night made our stay in Skoura unforgettable.",5.0
"On a recent trip to Morocco, I was tasked with planning our itinerary and all of the accommodations.  I'm a big fan of tripadvisor (props where props are due) so went online to begin my research.   This place got great reviews (albeit most in French) so I took note.  We had an aggressive week-long schedule in Morocco, anchored by a trip to the Sahara.  In order to get there from Marrakesh, we needed to drive through the Atlas Mountains - home to Skoura and this kasbah.  This kasbah was highly rated but most of the reviews were in French.  We were not deterred by the potential language barrier as the photos looked great and the reviews were steller.  I booked the rooms via email and used Google Translation to communicate with the kasbah owner Colette.  There are many different…",5.0
"Found it by chance, we discovered this peaceful oasis where we have been cuddled by the owners as their own family. The kasbah is big and beautiful, we had a great delicious dinner in front of the fireplace for a very cheap price, and the owners have been very kind covering us with attentions and helping us with the day after itinerary. The only pity has been to spend there one night only.",5.0
"There are no words to describe this amazing riad, or better say magical castle! It is incredibly decorated, both in the common spaces and the rooms. The food is authentic and you can not imagine how delicious it is, both breakfast and dinner!  But above all is the warm hospitality that will truly make you feel like you are with family.   I highly recommend staying here. There are the cinema studios near by that will make for a great attraction.   I know I will be back!!!",5.0
"I stayed here for two nights as part of a group travelling through Morocco. The staff were all friendly and helpful, and one young woman serving us our meals was particularly helpful - I’m sorry I didn’t get her name.  Our meals were served in the courtyard, a pleasant oasis in the heat. The food was delicious and well prepared.  The pool was a nice place to cool off after a long day outside the hotel.  My room had everything I needed, although it was dark due to having only two small windows.  But every room in the hotel is different and some rooms had great views over the town and surrounding area.  The one negative about the hotel would be the number of stairs to get around the place, all with steps of different heights and of differing materials. The lighting was poor in some places and it would be easy to miss your footing. So I would not recommend this hotel for people with balance issues or problems with stairs.…",4.0
"Excellent accomodation! The road to Dair Daif does not give a way you are going to enter a little sanctuary. Beautiful, super clean, comfortabel beds, and the decoration throughout the house are unique!  We only stayed for one night as a stop before heading to Tinghir and Merzouga but I would not have mind staying longer. Breakfast and dinner were excellent.  There’s a pool to cool down in garden.  We got good tips from the owner on things to visite in the area.  Staff were all 1 by one 1 super polite, friendly and helpful.  Don’t hesitate, it’s really worth the stay!   Thank you for the cumin and cookies!",5.0
"This is an exquisite place to spend a few days detoxing from the weariness of life. It is clearly a labor of love handcrafted over decades by its French ex-pat owner, Jean-Pierre and his Moroccan family. Every room, every detail is thoughtfully designed to convey the ambiance of an oasis in the desert. I encourage you reserve a room with a balcony, otherwise the inside rooms can feel rather claustrophobic. The pool is also quite small, but suffices as a way to cool off from the dusty heat. Breakfast was excellent and full of delicious variety. The only down-side is that the B&B's secluded location makes it costly to taxi back and forth to the town of Ouarzazate or the airport. When I checked out, I had a nice conversation with the owner regarding their struggle to keep the business running under the devastating impact of Covid on tourism in Morocco. Yet, in his uncompromising love for his venture, Jean-Paul continued to persevere and will hopefully see things rebound sooner than later. I strongly encourage you to patronize this establishment if your journey brings you through Ouarzazate.…",5.0
